時間,キャスト,セリフ,BGM
,恵飛須沢胡桃,おいおい、ずぶ濡れじゃねぇかぁ,｜
,丈槍由紀,ぁ、胡桃ちゃん,｜
,恵飛須沢胡桃,私も手伝おうか？,｜
,丈槍由紀,ぁ、ありがとう(シャベルが視界に入る)あ…！,｜
,丈槍由紀,(首を振る由紀)い、いいよ！これは私の仕事だも〜ん,｜
,恵飛須沢胡桃,ぉ、そか,｜
,丈槍由紀,もう今お前の大ピンチを助けてあげたの分かってる？,｜
,太郎丸,ワン！,｜
,丈槍由紀,この恩知らずめ！,｜
,丈槍由紀,うわ！また顔に乗っかるなぁ…,｜
,丈槍由紀,ぁあ胡桃ちゃん。ごみん、やっぱりちょっと手伝って,｜
,恵飛須沢胡桃,よっしゃ任せろぉ,｜
,丈槍由紀,ぁ！でもシャベルは置いといて,｜
,恵飛須沢胡桃,えー,｜
,-,(由紀の元にやってくる胡桃),｜
,丈槍由紀,ぉ？,｜
,恵飛須沢胡桃,よし、何すればいい？,｜
,丈槍由紀,抑えててくれる？,｜
,恵飛須沢胡桃,オッケー,｜
,丈槍由紀,(服を脱ぐ由紀)よいしょ,｜
,丈槍由紀,さぁ、第2ラウンドだよ,｜
,-,(恐れ慄く太郎丸),Vol.1 - 01 - 目覚めのワルツ
,太郎丸,ワォォォン〜！,-
,-,(屋上に干された制服。窓で風を浴びる胡桃),-
,-,(りーさんにドライヤーをかけてもらう太郎丸),-
,丈槍由紀,ぅぅぁ、ちょっみーくん、待って待って,-
,太郎丸,ワォ？,-
,丈槍由紀,うーうぅぅぅ(みーくんに頭を拭いてもらっているむき),-
,直樹美紀,じっとしててください。そうしたらすぐに終わります,-
,丈槍由紀,そ、そかも知んないけど。みーくん、もっとゆるーくゆるーく,-
,直樹美紀,しっかり拭いておかないと、風邪ひきます,-
,丈槍由紀,ドライヤー使おうよぉ,-
,直樹美紀,今、太郎丸が使ってます,-
,丈槍由紀,えぇ…,-
,太郎丸,ワォン(由紀の帽子を取る太郎丸),Vol.1 - 02 - 朝の訪れ
,恵飛須沢胡桃,こら太郎丸(太郎丸を抱き抱える胡桃),｜
,恵飛須沢胡桃,ダメだぞー、由紀の帽子にイタズラしちゃぁ,｜
,太郎丸,ワン…,｜
,丈槍由紀,あ、ありがとう胡桃ちゃん,｜
,恵飛須沢胡桃,こんなに汚いの食べたら腹壊すぞ,｜
,太郎丸,ワン,｜
,丈槍由紀,胡桃ちゃん！？,｜
,丈槍由紀,もぉ洗濯したし汚くないもん,｜
,若狭悠里,でも、早く洗濯物が乾いてよかったわね,｜
,丈槍由紀,うぅん。今日はお日様カンカンだからね,｜
,恵飛須沢胡桃,その代わり暑いけどなぁ,｜
,丈槍由紀,え？そうかなぁ,｜
,丈槍由紀,ん？どうしたのみーくん,｜
,直樹美紀,先輩、だらしないです,｜
,丈槍由紀,え？,｜
,直樹美紀,恥ずかしい格好してないで、早く服着てください,｜
,丈槍由紀,はーい、ありがとう,｜
,直樹美紀,先輩、いつまでもこんなことじゃダメです。先輩たちだって来年には卒業でしょ？,｜
,丈槍由紀,大丈夫！明日は明日の風が吹くよ！,｜
,直樹美紀,先輩…,｜
,直樹美紀,今日やれることは今日やらないとダメです！せっかくこの学校には、色々と設備が整ってるんですよ。今のうちにきちんとそれを活かさないと,｜
,直樹美紀,将来のために,｜
,直樹美紀,卒業までにできることも、卒業までに準備しなくちゃいけないことも、たくさんあるんですから、しっかりしましょう,｜
,恵飛須沢胡桃,そうだよなぁ、確かに準備できることは沢山あるもんな。勉強もしなきゃだし,｜
,丈槍由紀,うぅん…とりあえずはめぐねぇに相談かな,｜
,直樹美紀,先輩は、進学するんですか？,｜
,丈槍由紀,うーん、最近は就職がいいかなぁって。だってテストとか受けなくて良くなるんでしょ？,｜
,恵飛須沢胡桃,就職試験があるな,｜
,丈槍由紀,え？,｜
,直樹美紀,大変らしいですね、就職活動,｜
,丈槍由紀,ぇあ！,Vol.1 - 02 - 朝の訪れ
,丈槍由紀,ぃやっぱり、ずっと高校生でいようかな,-
,直樹美紀,やっぱりダメ人間ですね,-
,丈槍由紀,よし！みーくんと同級生になってあげる！,-
,直樹美紀,結構です,-
,恵飛須沢胡桃,進学か就職か…なぁ、りーさんはどうするんだ？,-
,若狭悠里,え？そんな何を言って…胡桃こそどうなの？,-
,恵飛須沢胡桃,うーん、就職がいいな,-
,丈槍由紀,ぁ！やっぱり就職って言ったらシャベル君と一緒の所？,-
,恵飛須沢胡桃,発想が安直すぎるわ！,-
,若狭悠里,不景気だと、逆に女性は募集が少ないそうよ,-
,恵飛須沢胡桃,だぁかぁらぁ！他にもあるだろう…永久就職して…お…お嫁さんとか…,Vol.1 - 04 - 会話は踊る
,恵飛須沢胡桃,えっへへ…,｜
,丈槍由紀,お嫁さん？シャベル君と？,｜
,恵飛須沢胡桃,だから何でそうなんだよ！,｜
,-,(由紀を揺さぶる胡桃),｜
,若狭悠里,美紀さんはどうしたい？,Vol.1 - 04 - 会話は踊る
,直樹美紀,え？将来、ですか,-
,直樹美紀,まだ、漠然として、確かなことなんて何も言えないですけど…,-
,若狭悠里,そうね、みんなでいつか…,-
,-,(めぐねぇとの出来事を思い出すりーさん),Vol.1 - 15 - 優しいめぐねえ ありがとう
,佐倉慈,部活！それはいいアイディアね。部活にしましょう,｜
,若狭悠里,はい、ただ過ごすより目的があった方が張りが出ると思うんです,｜
,佐倉慈,えぇ、授業にしようかと思ったけど、部活の方が楽しそう。何部にする？,｜
,若狭悠里,そうですね…学園で過ごす部ですから…,｜
,めぐねぇとりーさん,うーん…,｜
,めぐねぇとりーさん,学園生活部…ぁ！,｜
,佐倉慈,すり合わせしなくても見事に一致したわね,｜
,若狭悠里,先生の好みは、もう把握してます。私と同じですから,｜
,佐倉慈,うっふふ、ありがとう,｜
,佐倉慈,(机の引き出しから紙を取り出してりーさんに渡すめぐねぇ)はい,｜
,若狭悠里,これは…,｜
,佐倉慈,(りーさんの肩に手を置くめぐねぇ)じゃあよろしくね。学園生活部部長さん,｜
,若狭悠里,わ、私が部長ですか？,｜
,佐倉慈,一番向いてると思うわよ,｜
,若狭悠里,分かりました…頑張ります,｜
,-,(笑い合う二人),｜
,丈槍由紀,(学園生活部と書かれた紙を部屋の前に貼る由紀)わぁぁ！完成！,｜
,佐倉慈,それじゃあ、みんなドアの前に並んで,｜
,佐倉慈,記念写真撮りましょう,｜
,丈槍由紀,はぁはは,｜
,佐倉慈,はーい、それじゃあ取るわよ(写真を撮るめぐねぇ),｜
,若狭悠里,あ、先生,｜
,佐倉慈,若狭さん？,｜
,若狭悠里,代わります,｜
,佐倉慈,え？,｜
,若狭悠里,顧問の先生が入らないと,｜
,-,(めぐねぇの手を握る由紀),｜
,丈槍由紀,めぐねぇこっちこっち,｜
,佐倉慈,ぁああ丈槍さん,｜
,若狭悠里,それじゃあ取りますよ,｜
,若狭悠里,はい、チーズ(由紀がめぐねぇに抱き付く),｜
,佐倉慈,ビックリしたじゃない丈槍さん,｜
,丈槍由紀,ごめんね,｜
,若狭悠里,ぁ、出てきたわよ,｜
,佐倉慈,ねぇ、私目瞑ってなかった？撮り直さない？,｜
,丈槍由紀,ぁあホントだ、ちゃんと写ってるよ、めぐねぇ,｜
,-,(アイキャッチ),Vol.1 - 15 - 優しいめぐねえ ありがとう
,-,(部室で一人座って鍵を見つめるりーさん),Vol.2 - 15 - 記憶の中の景色
,直樹美紀,(ドアを開けて入ってくるみーくん)悠里先輩、まだ休まないんですか？,｜
,若狭悠里,眠れなくてね…,｜
,若狭悠里,あなたこそどうしたの？,｜
,直樹美紀,私も眠れなくって…どうしても気になることが,｜
,若狭悠里,気になること？,｜
,若狭悠里,(コーヒーを入れるりーさん)はい、どうぞ,｜
,直樹美紀,ありがとうございます,｜
,直樹美紀,私、さっきも言いましたよね。この学校、色々と設備が整ってるって,｜
,若狭悠里,えぇ、言っていたわね,｜
,直樹美紀,言ってから、気付いたんです,｜
,直樹美紀,整いすぎじゃありませんか？,｜
,直樹美紀,私…改めて、学園案内を見返してみたんです,｜
,直樹美紀,太陽電池も、雨水の貯水槽や浄化装置も、屋上の畑や食料の備蓄。最初から、学校の中でずっと暮らしていけるように作られているんですよ,｜
,若狭悠里,それは…,｜
,直樹美紀,分かってるんです。バカなこと考えてるって…でも、考え始めたら止まらなくて…どうしたらいいのか、分からなくて…,｜
,-,(みーくんを抱きしめるりーさん),｜
,直樹美紀,悠里先輩？,｜
,若狭悠里,分かるわ…だって私も同じこと考えていたもの,｜
,直樹美紀,ぇ…,｜
,若狭悠里,一つ一つの設備は珍しくないわ。最新鋭のオフィスビールなら、有ってもおかしくないもの。けれど…それが全部一つの場所にあるなら、話は別,｜
,-,(鍵を見せるりーさん),｜
,直樹美紀,これ…この前の鍵ですか,｜
,若狭悠里,えぇ、この鍵が、何か謎を解き明かす糸口になるような気がするの,｜
,若狭悠里,本当は、明日みんなにも話すつもりだったんだけど…少しだけ、付き合ってくれないかしら,Vol.2 - 15 - 記憶の中の景色
,-,(職員室の電気を付けるりーさん),-
,直樹美紀,でも…もう職員室は一通り探したんですよね,-
,若狭悠里,えぇ、鍵に書いてあったから…一番最初にね,-
,直樹美紀,それじゃ…もう来てもしょうがないんじゃないですか？,-
,若狭悠里,でも、ちゃんと探したのはめぐねぇの机くらいだから。本格的に探すのは明日にして今日は眠くなったら終わりにしましょう,-
,直樹美紀,そうですね、もともと眠れなかったんですから,-
,直樹美紀,じゃあ、手分けして探しましょう,-
,若狭悠里,そうね,-
,-,(金庫を探すりーさんとみーくん),Vol.1 - 23 - 言いたかった言葉
,直樹美紀,(引き出しを開けたみーくんがめぐねぇの映った写真を見つける)ぁ…,｜
,直樹美紀,この人がめぐねぇなのかな…,｜
,丈槍由紀,どうしたの…2人とも…,｜
,直樹美紀,…！,｜
,若狭悠里,由紀ちゃん…,｜
,直樹美紀,どうしたんですか、先輩,｜
,丈槍由紀,なんか怖い夢見て起きちゃった。そしたら2人とも居なくて焦ったよ,｜
,若狭悠里,あらあら、ごめんね由紀ちゃん,｜
,直樹美紀,佐倉先生から探し物を頼まれたんです(目配せするみーくん),｜
,若狭悠里,そ、そうなのよ。美紀さんの持ってる鍵が、何の鍵か確かめてほしいって,｜
,丈槍由紀,ぉお、宝探しだね！私も手伝うよ！,Vol.1 - 23 - 言いたかった言葉
,-,(鼻歌をしながら探す由紀),
,丈槍由紀,あ！これかなぁ,
,若狭悠里,手掛かり見つかった？,
,丈槍由紀,(ぬいぐるみを見せる由紀)これどう？,Vol.1 - 09 - とぼけてもダメです！
,若狭悠里,違うわね,｜
,直樹美紀,何ですか、そのぬいぐるみ,｜
,丈槍由紀,可愛いでしょう？,｜
,若狭悠里,なんともコメントしづらいわね,｜
,直樹美紀,元に戻しといてください,｜
,丈槍由紀,えー…,｜
,丈槍由紀,あ！これじゃないかな？,｜
,直樹美紀,今度は何ですか…,｜
,丈槍由紀,(寝袋に入った状態で動く由紀)これ、これこれ,｜
,若狭悠里,由紀ちゃん…,｜
,直樹美紀,鍵のこと、忘れてません？,｜
,丈槍由紀,この寝袋すごいんだよ。着たまま歩けるの！(笑う由紀),｜
,りーさんとみーくん,はぁ…,｜
,丈槍由紀,あ！今度こそこれだ！これじゃない,｜
,若狭悠里,違うわ,｜
,直樹美紀,違います,｜
,丈槍由紀,ぁ！みーくん！そこのカメラで撮影して！,｜
,直樹美紀,ぇ！,｜
,若狭悠里,ぁぁ…,｜
,丈槍由紀,早く取ってよー、よー、チェケーチェケーワンツーワンツー,｜
,丈槍由紀,テレビの前の皆さん、聞こえてますか？,｜
,直樹美紀,何してるんですか、これビデオじゃなくてカメラですよ,｜
,丈槍由紀,はぁ！そうなの？,｜
,直樹美紀,じゃあ撮りますよー,｜
,-,(慌てる由紀),｜
,直樹美紀,はいチーズ,｜
,丈槍由紀,ぅ…うあ！,｜
,丈槍由紀,ちょっとみーくん、いきなり取らないでよぉ,｜
,直樹美紀,先輩が撮れって言ったんじゃないですか,｜
,丈槍由紀,わぁぁぁ！,｜
,丈槍由紀,(不満そうに写真を投げる由紀)紙じゃん！,Vol.1 - 09 - とぼけてもダメです！
,直樹美紀,先輩、落ち着いてください、ほら,-
,-,(浮かび上がる写真),-
,丈槍由紀,これすごい！すごいよ、すごいカメラと名付けよう！,-
,,インスタントカメラです,-
,丈槍由紀,ほら！りーさんすごい！(黙っているりーさん)ん？りーさん…？,-
,若狭悠里,ねぇ、覚えてないの？,-
,丈槍由紀,え？,-
,若狭悠里,このカメラのこと…このカメラで、みんなの写真を撮ったこと…その後に…何があったのか,Vol.1 - 13 - 冷淡な宣告
,丈槍由紀,りーさん何を…,｜
,直樹美紀,も、もう由紀先輩…ぁ、遊んでばかりいるから悠里先輩怒ってるんですよ,｜
,丈槍由紀,ぁ、そっかぁ,｜
,直樹美紀,もう遅いんですから、早く、鍵で開けるものを見つけましょうよ,｜
,丈槍由紀,らじゃー！,｜
,直樹美紀,悠里先輩？らしくないですよ、どうしたんですか…,｜
,若狭悠里,この後すぐだったの…この写真を撮ったすぐ後に、めぐねぇは…,｜
,若狭悠里,(外に居るカレラを見つめるりーさん)最近…また増えてるわね,｜
,直樹美紀,やっぱり、それらしいものはないですね,Vol.1 - 13 - 冷淡な宣告
,若狭悠里,そう…今日はこの辺にして、引き上げましょうか,-
,直樹美紀,そうですね…,-
,丈槍由紀,あれ？これって…,-
,直樹美紀,今度は何ですか？,-
,若狭悠里,そこはもう探したはずだけれど…,-
,丈槍由紀,えぇへへ…そう思うでしょ？,-
,-,(壁を押して引き戸を開ける由紀),-
,若狭悠里,飾り板だったのね…,-
,直樹美紀,中に金庫があるなんて,-
,丈槍由紀,びっくりした？,-
,若狭悠里,えぇ、びっくりしたわ。ありがとう由紀ちゃん,-
,直樹美紀,やっぱりすごいですね、由紀先輩って,-
,丈槍由紀,いえいえ、どういたしましてだよ,-
,直樹美紀,悠里先輩…これ,-
,若狭悠里,(鍵を挿して金庫を開くりーさん)…！,-
,-,(中身を確認するりーさん),-
,丈槍由紀,ねぇねぇそれ何？,-
,若狭悠里,授業で使うDVDと、そのリストね…(何かを見つけるりーさん)ぁ…！,-
,丈槍由紀,ふぅん、めぐねぇに頼まれたことこれで終わり？,-
,若狭悠里,え、えぇ…,-
,丈槍由紀,じゃあ、めぐねぇに終わったよーって言ってくるね！(職員室から出ていく由紀),-
,直樹美紀,結局、空振りでしたね…悠里先輩？,-
,-,(スライドさせて職員用緊急避難マニュアルを見せるりーさん),Vol.2 - 20 - りーさん…りーさん
,直樹美紀,…！あの…これ…！,｜
,若狭悠里,急いで胡桃を起こしてきてくれる？,｜
,-,(職員用緊急避難マニュアルを読み上げる),｜
,若狭悠里,生物兵器はその性質上、予測を超える被害を及ぼす可…いわゆる感染爆発、パンデミック状態とは、この初期の封じ込めに失敗した場合…徹底した隔離が鍵である,｜
,佐倉慈,感染者の周辺人員も、隔離の主としての人類の維持は、個人の生命よりも優先され…貴方の双肩には…数万から数百万の人命が掛かっている…,｜
,若狭悠里,寛容と労りの精神は…今や美徳ではない…,｜
,直樹美紀,生物兵器…,｜
,-,(机を叩く胡桃),｜
,恵飛須沢胡桃,ちょっと待て…！それなんだよ…何なんだよ！,Vol.2 - 20 - りーさん…りーさん
,-,(扉の前で話す由紀),-
,丈槍由紀,めぐねぇの探し物見つかったよ、大変だったんだから,-
,丈槍由紀,あ！それとね！可愛いぬいぐるみとか見つけたんだよー、持って来れば良かったな,-
,丈槍由紀,今度めぐねぇにも見せてあげるね！,-
,-,(ED),アフターグロウ
