時間,キャスト,セリフ,BGM
,恵飛須沢胡桃,えっと…あの…ごめん、補習のテスト中に…でも、めぐねぇぐらいしか、相談できる相手いなくて,
,佐倉慈,めぐねぇじゃないでしょ、佐倉先生,
,恵飛須沢胡桃,なんかもう…分かんなくなっちゃって,
,恵飛須沢胡桃,何でこんな気分になるんだろう、あの人の前だと,
,佐倉慈,そうか…OBの先輩君か,
,佐倉慈,分かった。分かっちゃったかな,
,佐倉慈,つまり、恋愛相談よね、えびすざわさん,
,恵飛須沢胡桃,(照れる胡桃)ぁちがっ！ぁ…,
,恵飛須沢胡桃,そうなのっかな…でも…そう、なのかも,
,佐倉慈,じゃあ、悩むことはないんじゃない,
,恵飛須沢胡桃,うん…話したら、ちょっと落ち着いた,
,恵飛須沢胡桃,何でだろう…こんな話、他の誰にも言えないけど、でも…めぐねぇには言えるっていうか,
,恵飛須沢胡桃,いつもありがとう,
,佐倉慈,私、向いてないのかもしれない…先生。でも…よし,
,-,(戻ってきためぐねぇに気付く由紀),
,丈槍由紀,もう遅いー,
,佐倉慈,ごめんね,
,丈槍由紀,ふふーん、もうとっくにテスト終わっちゃったよ,
,佐倉慈,お疲れ様,
,丈槍由紀,終わったぁ…あー、疲れたよめぐねぇ,
,佐倉慈,だから、めぐねぇじゃなくて…,
,-,(スマホのバイブが鳴る),
,丈槍由紀,アイス買っちゃおうかなー、食べちゃおかなー,
,佐倉慈,下校中の買い食いはダメよ,
,佐倉慈,(スマホを見るめぐねぇ)…？,
,佐倉慈,え…すごく…近い…！,
,-,(添付された動画が流れる),
,丈槍由紀,ねぇめぐねぇ…,
,佐倉慈,うん…,
,丈槍由紀,もう、めぐねぇ空返事,
,佐倉慈,はッ！,
,丈槍由紀,何見てるの？,
,佐倉慈,行けません、人のスマホを横から…,
,丈槍由紀,げー、もう帰るぅ,
,佐倉慈,丈槍さん,
,丈槍由紀,ん？,
,佐倉慈,電車、止まってるみたいだから…少し待っていたら,
,丈槍由紀,そうなんだ、はぅー、でもお腹空いたよぉ,
,丈槍由紀,あ、そうだ！屋上に行こうよ！プチトマトとかあるんでしょう？,
,佐倉慈,あるけど、食べちゃダメよ。それに、屋上は立ち入り禁止だし,
,丈槍由紀,あ、じゃあ園芸部の見学！それならいい？,
,佐倉慈,しょうがないわね,
,-,(プツン),
,-,(屋上のドアを開ける),
,丈槍由紀,鍵、開いてたね,
,若狭悠里,あっ、すいませーん。また閉め忘れてました。鍵、かけておいていただけますか？,
,丈槍由紀,わぁー！すごーい！あ、園芸部の人、ですか？,
,若狭悠里,見ての通りよ。あなたは見学かしら？,
,丈槍由紀,はい！トマト、すっごく美味しそうだね,
,若狭悠里,食べたい？,
,丈槍由紀,いいの？,
,若狭悠里,えぇ、手伝いしてくれるならね,
,丈槍由紀,うん！,
,-,(トマトに水やりする由紀),
,丈槍由紀,悠里さんは、いっつも一人で菜園のお世話してるの？,
,若狭悠里,うんん、今日はどうしてか、誰も来ないのよねぇ,
,-,(母に電話をかけるめぐねぇ),
,佐倉慈,どうして母さん出ないんだろう…,
,-,(神山先生からの着信に切り替わる),
,佐倉慈,んもしもし…,
,神山昭子,大丈夫！？佐倉さん今どこにいるの！？,
,-,(屋上のドアを強く叩く音),
,丈槍由紀,何だろう？,
,若狭悠里,他の当番の子かしら,
,神山昭子,屋上？なら鍵を閉めて！絶対誰も入れないで！職員室は(ガラスが割れる音),
,丈槍由紀,はーい、今開けるよー,
,佐倉慈,待って！,
,丈槍由紀,え？めぐねぇ…？でも、開けてあげないと,
,恵飛須沢胡桃,(屋上のドアを叩く音)誰か…,
,恵飛須沢胡桃,お願い…開けて…！,
,-,(屋上のドアを開けるめぐねぇ),
,佐倉慈,えびすざわさん！？,
,恵飛須沢胡桃,早く…鍵、かけて！,
,若狭悠里,この人…怪我してる…！,
,佐倉慈,何があったの…？,
,若狭悠里,先生！早く保健室へ,
,恵飛須沢胡桃,下はダメだ！もう、ダメなんだ…,
,丈槍由紀,何、あれ…,
,佐倉慈,(グラウンドを見つめるめぐねぇ)…！,
,恵飛須沢胡桃,急に…みんなが…ああいう感じになって、すぐ…陸上部も巻き込まれて…それで…先輩が…(唸る先輩)な…先輩…！,
,若狭悠里,外に出て…救急車を呼ばないと…,
,佐倉慈,ダメ…さっきからかけてるのに繋がらない…！,
,-,(何処かで爆発が起きる),
,丈槍由紀,え…？,
,丈槍由紀,分かんない…なんで…？どうして、こんなこと,
,-,(屋上のドアを強く叩く音),
,丈槍由紀,いやぁぁぁ！！！,
,恵飛須沢胡桃,クソ！来やがった！,
,佐倉慈,園芸部のロッカーを…！,
,-,(園芸部のロッカーをドア前に押すめぐねぇ),
,佐倉慈,若狭さん…,
,若狭悠里,丈槍さん…そこの洗濯機をこっちに押して…！,
,-,(手伝いに行こうとする胡桃の横で先輩が立ち上がる),
,恵飛須沢胡桃,先…輩…？,
,佐倉慈,は…,
,佐倉慈,えびすざわさん！,
,-,(豹変した先輩に押し倒される胡桃、目を見開く),
,恵飛須沢胡桃,は…！,
,-,(迫り来る先輩),
,佐倉慈,えびすざわさん逃げて！,
,-,(追い詰められた先にあったシャベルで首元に刺す),
,恵飛須沢胡桃,んぁぁぁあああああ！！！！！,
,-,(首から血を流して倒れる先輩、それにシャベルを無心で刺し続ける胡桃),
,-,(シャベルを振りかざす胡桃に抱き付いて泣き始める由紀),
,恵飛須沢胡桃,馬鹿だな…なんでお前が泣くんだよ…,
,恵飛須沢胡桃,つーか、誰だお前…変な帽子…,
,若狭悠里,先生…このままじゃ私たち…学校も外も…！これからどうしたら…！,
,若狭悠里,先生…先生…！,
,-,(プツン),
,佐倉慈,多くが、命を失った。生徒たちも、教師たちも,
,佐倉慈,この学校にはもう、あの子達しか残されていない,
,佐倉慈,いつか、助けが来ることを信じて,
,佐倉慈,生きている限り、みんなを守りたい。私は教師なのだから,
,一同,いっただっきまーす！,
,-,(カンパンをガツガツ食べる太郎丸),
,恵飛須沢胡桃,んー…パサパサする…,
,直樹美紀,カンパン、嫌いじゃないですけど、ご飯として食べるとちょっと味気ないですね,
,若狭悠里,そうね,
,佐倉慈,今日は全校停電だから、調理できないものね,
,丈槍由紀,でも、私は好きだけどなぁ、停電。なんかワクワクするよね！,
,恵飛須沢胡桃,うちのシャワー、電熱式だぞぉ,
,丈槍由紀,え？,
,直樹美紀,お湯が出ないんですよね,
,丈槍由紀,はぅ！ぐぅぅ…お風呂…,
,恵飛須沢胡桃,大丈夫かぁ？,
,丈槍由紀,ぅ…雨降らないかなー,
,直樹美紀,どうしてですか？,
,丈槍由紀,そしたらシャワーにぃ,
,恵飛須沢胡桃,犬かお前は,
,若狭悠里,そうねぇ,
,直樹美紀,太郎丸でもしません,
,太郎丸,ワオン,
,丈槍由紀,(机を叩く由紀)キャンプだよ！,
,一同,はい？,
,丈槍由紀,だからキャンプ！,
,佐倉慈,キャンプ…？,
,丈槍由紀,んやほらぁ、えーと遠足とかでキャンプするでしょ？学園生活部だから、学校でキャンプするの,
,佐倉慈,あら、いいんじゃない,
,直樹美紀,室内でテント張るんですか？,
,恵飛須沢胡桃,なるほど、キャンプなら電気とか無いもんなぁ,
,若狭悠里,テントなら部室にあった筈よ。あれなら4人入れるわ,
,恵飛須沢胡桃,あじゃあ、人数ぴったりじゃん,
,佐倉慈,あ、ちょ。私私！,
,丈槍由紀,だ、大丈夫だよ、詰めればめぐねぇも入れるから,
,若狭悠里,すいません、そんなつもりじゃ…,
,恵飛須沢胡桃,ごめんめぐねぇ,
,佐倉慈,ううん、冗談よ、見回りもあるしね,
,丈槍由紀,そっか,
,丈槍由紀,めぐねぇ、いつもお疲れ様,
,佐倉慈,何よ、藪から棒に…,
,若狭悠里,お疲れ様です,
,恵飛須沢胡桃,めぐねぇお疲れ様,
,直樹美紀,お疲れ…様です,
,佐倉慈,もうめぐねぇじゃなくて、佐倉先生,
,丈槍由紀,はーい,
,太郎丸,ワン！,
,-,(笑う一同),
,丈槍由紀,雰囲気あるね,
,若狭悠里,そうねぇ。こういう時は、怪談とかいいわよねぇ,
,一同,え！？,
,丈槍由紀,雰囲気はあるけど…,
,恵飛須沢胡桃,やぁだぁ！,
,若狭悠里,知ってる？今日みたいに灯りの少なぁい夜はね〜,
,恵飛須沢胡桃,チョップー！,
,若狭悠里,痛ーい,
,丈槍由紀,ふふっ…みーくんは何かある？怖い話じゃなくて,
,直樹美紀,いいえ、特には,
,丈槍由紀,えー？,
,-,(みーくんに抱き付く由紀),
,丈槍由紀,何かあるでしょう、ねぇねぇ,
,直樹美紀,肉体的スキンシップは結構です,
,丈槍由紀,えー？何でぇ？あれ？みーくん、顔真っ赤,
,恵飛須沢胡桃,もぉ、やめて差し上げろ,
,若狭悠里,うっふふ…,
,丈槍由紀,じゃあじゃあ恋バナしよう！好きな人とか！,
,直樹美紀,そう言われてもぉ、由紀先輩は何かあるんですか？恋バナ…,
,丈槍由紀,あるよー！,
,太郎丸,ワン？,
,丈槍由紀,あれ、無いかな,
,太郎丸,ワン〜,
,直樹美紀,何ですかそれは,
,丈槍由紀,あぁ、胡桃ちゃんは？,
,直樹美紀,あ、逃げた,
,丈槍由紀,胡桃ちゃんはシャベル大好きだよね,
,直樹美紀,それ、恋バナですか？,
,恵飛須沢胡桃,前に、私が失恋した時、由紀が慰めてくれたんだよな,
,丈槍由紀,そうだっけ,
,直樹美紀,由紀先輩、そんな器用なことできるんですね,
,丈槍由紀,ふっふっふー,
,恵飛須沢胡桃,あー、やっぱ勘違いかもー,
,丈槍由紀,え？,
,直樹美紀,ですよね,
,丈槍由紀,えー！,
,丈槍由紀,2人とも酷いよぉ,
,-,(笑う胡桃とみーくん),
,丈槍由紀,あ！めぐねぇ来た！,
,恵飛須沢胡桃,マジか！(即座に布団に潜り込む由紀)って、早！,
,太郎丸,ワン、ワンワン〜,
,-,(ドアが開く音),
,佐倉慈,はーい、夜更かししてる悪い子はいないかなぁ。もう遅いから、早く寝なさいね,
,-,(チャックを開ける由紀),
,丈槍由紀,もう大丈夫だよ,
,恵飛須沢胡桃,(布団から出る胡桃)んやぁ…,
,太郎丸,(続いて布団から出る太郎丸)ワン,
,若狭悠里,見回りしてくれてるのね、めぐねぇ,
,恵飛須沢胡桃,あぁ、びっくりしたぁ,
,若狭悠里,うっふふっ…怖かった？,
,恵飛須沢胡桃,めぐねぇを怖がったりしねーよ,
,若狭悠里,どうかした？由紀ちゃん,
,丈槍由紀,あのね、ほら、私たち…そのうち卒業するよね,
,恵飛須沢胡桃,まぁな,
,丈槍由紀,でもさ、めぐねぇは、ずっと学校にいるんだよね。そう思ったら、なんか悲しくなって,
,若狭悠里,わかるわ、いい先生だもの,
,恵飛須沢胡桃,だよな、めぐねぇが居なきゃこの部も無かったし,
,直樹美紀,そうなんですね,
,丈槍由紀,うん、優しいよね,
,恵飛須沢胡桃,宿題多いけどな,
,若狭悠里,時々、漢字間違えるのよね,
,恵飛須沢胡桃,そうそう,
,丈槍由紀,でも優しいよね,
,恵飛須沢胡桃,宿題多いけど、って一周しちまうだろ！,
,若狭悠里,(笑うりーさん、胡桃、由紀),
,直樹美紀,皆さん、先生のこと…めぐねぇのことが…好きなんですね,
,丈槍由紀,うん！だーいすき！ ,
