時間,キャスト,セリフ,BGM
,若狭悠里,せっかくのプール日和なんだから！,
,直樹美紀,あの…これ、プールじゃなくて、貯水槽ですよね,
,丈槍由紀,はぁあ、えっへへ,
,-,(OP),
,-,(その日の朝),
,若狭悠里,少しは眠れた？,
,恵飛須沢胡桃,んなわけないだろう…,
,若狭悠里,そうよね…,
,恵飛須沢胡桃,なぁ、あの鍵ってさ…めぐねぇの名前が書かれてたんだよな,
,若狭悠里,えぇ,
,恵飛須沢胡桃,それってつまり、めぐねぇは最初から知ってて…,
,若狭悠里,何かが起きると分かってて…私たちに隠していた、と言いたいの？,
,恵飛須沢胡桃,わ、分かんねえよ…分かんねえけど…,
,直樹美紀,多分ですけど、それはないと思います,
,直樹美紀,これって開封指示があるじゃないですか。渡されたのはずっと前かもしれませんけど、中身を読んだとしても,
,若狭悠里,こうなった後、ということね…,
,恵飛須沢胡桃,ぁあもぉ、感染とか生物兵器とか…頭ん中がグチャグチャで考えがまとまらねぇ,
,直樹美紀,でも、面白いことが書かれていますよ,
,恵飛須沢胡桃,非常避難区画？,
,若狭悠里,地下二階なんてあったのね…,
,直樹美紀,知らなかったということは、先輩方もここにはまだ行ってないってことですよね,
,若狭悠里,えぇ,
,恵飛須沢胡桃,何か…あるのかな…,
,丈槍由紀,みんな！お掃除しよう！,
,若狭悠里,あ、あら由紀ちゃん。太郎丸の散歩に行ってたんじゃ…,
,恵飛須沢胡桃,なんだよ、いきなり掃除って,
,丈槍由紀,これ見てよぉ,
,一同,うわぁ,
,丈槍由紀,屋上で放してあげたら、太郎丸池に飛び込んじゃって…,
,太郎丸,クゥーン…,
,恵飛須沢胡桃,おいおいまたかよ,
,若狭悠里,由紀ちゃん…,
,直樹美紀,もう先輩、気をつけてくださいよぉ,
,丈槍由紀,うぅん、ごみん…,
,-,(身体を震わせる太郎丸),
,一同,(雫が飛び散る)うわぁ！,
,丈槍由紀,ね、すっごく汚いんだよ。あの池にはお魚もいるし、あのままじゃかわいそうだよ,
,若狭悠里,そうね、今日はあったかいし水槽掃除の水仕事するにはいいかもね,
,恵飛須沢胡桃,水遊びになるんじゃないか？,
,丈槍由紀,そうそう、それもいいよね〜,
,直樹美紀,由紀先輩！ひょっとして、自分が遊びたくてわざと太郎丸を！,
,丈槍由紀,ち、違うよ。太郎丸が気持ちよさそうに泳いでたから〜,
,恵飛須沢胡桃,自分も遊びたくなったってか？,
,丈槍由紀,ちょびっとだよ？ちょびっとぉ…,
,直樹美紀,先輩…今はそんな事してる場合じゃぁ,
,若狭悠里,いい思い付きだわ、由紀ちゃん,
,直樹美紀,ぇえー！,
,若狭悠里,そうね、今日は貯水槽を洗うことにしましょう,
,丈槍由紀,いいの？りーさん,
,若狭悠里,えぇ、この間水着を買ってきたばかりだもんね,
,丈槍由紀,やったー！,
,丈槍由紀,よかったね太郎丸！,
,太郎丸,ワン！ワン！,
,直樹美紀,まずは、その汚れなんとかしましょうよ,
,丈槍由紀,らじゃー！,
,恵飛須沢胡桃,いいのか？,
,若狭悠里,私たちには、少し考えを整理する時間が必要だわ。これからのことも、めぐねぇの事も…ね,
,丈槍由紀,胡桃ちゃん、意外に着痩せするタイプ？,
,恵飛須沢胡桃,意外言うな…,
,直樹美紀,ゆ、悠里先輩…,
,若狭悠里,ん？なぁに？,
,直樹美紀,ぅ、ぁっい、いえ…なんでも…,
,丈槍由紀,うわぁ…すごい青空〜,
,若狭悠里,えぇ、いいお天気ね,
,直樹美紀,本当ですね〜,
,太郎丸,ワン！ワン！,
,恵飛須沢胡桃,うっへぇ〜…,
,若狭悠里,誰も面倒見なかったから、すっかり藻が繁殖しちゃってるわね,
,直樹美紀,砂や埃も結構溜まっちゃってるみたいですね,
,恵飛須沢胡桃,ぅうわぁ…,
,恵飛須沢胡桃,なにこれひっでぇ,
,直樹美紀,そもそも、この池って何なんですか？,
,若狭悠里,ビオトープって言ってね。水辺の自然な生態系を人工的に再現した貯水槽なの。生物の実習とかでよく使うのよ,
,恵飛須沢胡桃,へー,
,丈槍由紀,ねぇねぇ、どんなお魚が居るの？,
,若狭悠里,ニジマスや、フナが放されてたと思うわ,
,若狭悠里,さ、生き物をバケツに移して。お掃除開始よ,
,一同,おぉ！,
,太郎丸,ワン！,
,-,(掃除する一同),
,恵飛須沢胡桃,よっしゃー！,
,丈槍由紀,プール開きだぁ！,
,直樹美紀,それはちょっと違うんじゃぁ,
,-,(足先を水につけるりーさん),
,若狭悠里,本物のプールと違って、剥き出しのコンクリートだから飛び込んだりしたら…(飛び込む胡桃)ダメなんだからね…,
,恵飛須沢胡桃,ばぁはぁっ！あたしいっちばんのりー！,
,丈槍由紀,はぁ！くるみちゃんずるいぃ！,
,若狭悠里,だから飛び込んだりしたら…(飛び込む由紀)はぁぅ…,
,丈槍由紀,(溺れそうな由紀)おぼ…溺れる〜！,
,恵飛須沢胡桃,おいおい…何やってんだ？,
,丈槍由紀,ぉ？ホントだ！足着くよ！,
,丈槍由紀,(水を手で掬い上げる由紀)あれ？プールの匂いがしないよ？,
,恵飛須沢胡桃,バッカぁ、あれは消毒用の塩素の匂いだろ？,
,丈槍由紀,え？そうなの？そんなの入れて、お魚さん大丈夫なの？,
,直樹美紀,プールでは魚を飼ったりしませんよ？,
,丈槍由紀,でも、プールでお魚さん飼うっていうのもいいよね〜,
,恵飛須沢胡桃,一緒に泳ぐとか？,
,丈槍由紀,一緒に泳いで、お腹が空いたらぁ…,
,恵飛須沢胡桃,踊り食いか…！,
,丈槍由紀,ぐぅ〜,
,-,(胡桃に水を浴びせる由紀),
,恵飛須沢胡桃,うぉ！やったなぁ！それ！,
,丈槍由紀,冷たい！,
,直樹美紀,改めて見ると、結構広いんですね,
,若狭悠里,うっふふ、お腹丸出し…,
,太郎丸,ワォ〜…,
,-,(太郎丸にゆっくり手を伸ばすみーくん。すかさず逃げる太郎丸),
,丈槍由紀,ねぇねぇりーさん、あれ何？,
,若狭悠里,あぁ、あれはソーラーパネルよ,
,丈槍由紀,ソーラーパネルって？,
,若狭悠里,太陽電池のことよ。あの設備のおかげで、私たちは普通に暮らせてるの。今のところは…ね,
,直樹美紀,浄水設備もありましたよね,
,若狭悠里,川の水と、汲み上げた地下水を濾過する設備があるわ,
,直樹美紀,詳しいんですね,
,若狭悠里,園芸部の活動は、屋上だから,
,直樹美紀,巡ヶ丘学院高校は1つの町であり、生徒たちは町の住人として、自給自足をはじめとする様々な仕事を営むことができます,
,若狭悠里,学園案内にそう書いてあったわね,
,直樹美紀,何度も読み返したので覚えちゃいました…私たちは4人しかいませんけど,
,若狭悠里,一体、何人の人間がこの学校で暮らすことを考えていたのかしらね,
,直樹美紀,本当、何から何まで至れり尽くせりですよね…,
,直樹美紀,まるで…,
,若狭悠里,まるで、何かが起きることを予期していたみたい,
,恵飛須沢胡桃,その辺にしとこうぜ,
,恵飛須沢胡桃,今日は遊ぶって決めたんだからさ,
,若狭悠里,そうねぇ,
,直樹美紀,でしたね,
,丈槍由紀,ぉお〜！,
,一同,ぉ？,
,丈槍由紀,太郎丸…すごいかっこいい…！,
,太郎丸,ワォ？,
,直樹美紀,何やってるんですかぁ…,
,-,(脚先を水に付けるみーくん),
,直樹美紀,は…冷たい…,
,恵飛須沢胡桃,美紀ー！行ったぞー！,
,直樹美紀,え？,
,直樹美紀,(トスするみーくん)それ！,
,丈槍由紀,ナイスレシーブ！,
,恵飛須沢胡桃,トスだろ？レシーブは、こうだ！,
,丈槍由紀,ぅぉ？それを私が…,
,恵飛須沢胡桃,おい！,
,直樹美紀,あんまり、強く打つと…！,
,丈槍由紀,アターック！と見せかけてトス,
,恵飛須沢胡桃,そんなフェイントは要らん！,
,直樹美紀,はいっ！(レシーブするみーくん),
,丈槍由紀,ぅおとと…(勢いよく飛ばす由紀)それ！,
,恵飛須沢胡桃,おい！飛ばし過ぎ…！,
,直樹美紀,取りまーす！,
,恵飛須沢胡桃,やるじゃん！後輩！,
,直樹美紀,やるからには本気で行きますよ！先輩,
,恵飛須沢胡桃,よっしゃ、行くぞー！,
,丈槍由紀,それ！,
,直樹美紀,はい！,
,若狭悠里,(水を顔にかけるりーさん)気持ちいい〜！,
,直樹美紀,悠里先輩,
,直樹美紀,そっち行きますよー！,
,若狭悠里,大丈夫、よ！,
,恵飛須沢胡桃,なんの！,
,丈槍由紀,(トスしようと身構える由紀とみーくんが互いにぶつかり抱き合う)えへへ…ごめぇん,
,直樹美紀,もう由紀先輩…,
,-,(貯水槽で泳ぐ胡桃、由紀、みーくん),
,-,(ポータブルCDプレイヤーでラジオ機能を試すりーさん),
,若狭悠里,はぁ…やっぱり入らないわね…,
,若狭悠里,太郎丸？,
,丈槍由紀,りーさん,
,若狭悠里,どうしたの？何かあった…,
,丈槍由紀,(水鉄砲を取り出す由紀)りーさん、これ,
,若狭悠里,あら、そういえばそんなものもあったわね,
,丈槍由紀,水鉄砲…かな？,
,恵飛須沢胡桃,へー、なんでそんなとこにそんなもんが？,
,若狭悠里,前に誰かが持ってきたのよ,
,若狭悠里,興味、ある？,
,-,(アイキャッチ),
,恵飛須沢胡桃,なぁ、最後に1つだけ教えてくれよ,
,若狭悠里,何かしら…,
,恵飛須沢胡桃,アンタ…かなり手練のガンマンと見た…二つ名とか、あるんじゃないのか？,
,若狭悠里,ふっふふ…さぁ…どうかしらね…,
,丈槍由紀,はぁぁぁあああ…,
,直樹美紀,何なんですか？この空気,
,-,(走り出すりーさんと胡桃、互いに水鉄砲から水を放つ),
,恵飛須沢胡桃,なぁにが自分で持ち込んだおもちゃだってんだ！,
,恵飛須沢胡桃,おおかた、自分で持ち込んだ私物ってとこだろ！,
,若狭悠里,うっふふ、ご名答。代わりにいいことを2つ教えてあげる,
,若狭悠里,1つは、あなた随分景気よく連射してたけど…その二丁拳銃の残弾、もう心許無い筈よ,
,若狭悠里,もう一つ、わたしの通り名を教えてあげるわ…,
,若狭悠里,風船爆弾の…魔術師よ,
,-,(水風船が胡桃の元に飛んでくる),
,恵飛須沢胡桃,何…？,
,若狭悠里,甘い！,
,恵飛須沢胡桃,なんの！(シャベルでガードする胡桃),
,若狭悠里,そんな！水風船を割らずに跳ね返した…！,
,丈槍由紀,ヤバ…！,
,-,(跳ね返った水風船がみーくんの顔に直撃する),
,恵飛須沢胡桃,最後の勝負だ！,
,若狭悠里,望むところよ！,
,-,(貯水槽に飛び込むりーさんと胡桃),
,丈槍由紀,りーさん！胡桃ちゃん！,
,-,(水面から身体を出すりーさんと胡桃),
,恵飛須沢胡桃,まだまだ！,
,若狭悠里,(ホースの水で吹き飛ばされるりーさん)わぁぁあ！,
,恵飛須沢胡桃,あ！,
,恵飛須沢胡桃,(同じく吹き飛ばされる胡桃)わぁっ！,
,直樹美紀,先輩方、悪乗りし過ぎです！,
,恵飛須沢胡桃,ごめぇん…,
,若狭悠里,調子に乗りました,
,丈槍由紀,りーさんカッコ良かった！私も魔術師になりたい！どうやったらなれるの？,
,若狭悠里,えっと…まずは悪魔と契約かしらね？,
,太郎丸,クゥーン？,
,恵飛須沢胡桃,よぉし、取って来い！,
,丈槍由紀,負けないぞー！,
,恵飛須沢胡桃,え？,
,丈槍由紀,待て待てー！,
,若狭悠里,うっふふ…,
,直樹美紀,あ…あれ、悠里先輩それ,
,若狭悠里,ぁ…あぁこれ、美紀さんのプレイヤーだったわね。ごめんなさい、ラジオ機能があるから試しに使わせてもらったわ,
,直樹美紀,いいんです、何か聞こえましたか？,
,若狭悠里,(首を横に振るりーさん)屋上なら、電波の入りもいいと思ったんだけど…,
,直樹美紀,(近寄る太郎丸)太郎丸？,
,-,(ポータブルCDプレイヤーを嗅ぐ太郎丸),
,-,(ショッピングモールに籠城していた頃を思い出すみーくん),
,祠堂圭,やっぱり…どこのラジオ局も入らないな…,
,直樹美紀,ねぇ、圭。圭！,
,-,(みーくんの呼びかけに反応して耳からイヤホンを外す圭),
,直樹美紀,ずっとイヤホンでノイズ聞いてたら耳悪くするよ。私のこと気にしないで、スピーカー機能で聞いたら,
,祠堂圭,でも,
,直樹美紀,いいから,
,-,(ノイズが流れるポータブルCDプレイヤー),
,太郎丸,クゥーン…,
,-,(太郎丸を見て笑い出すみーくん),
,祠堂圭,何よいきなり,
,直樹美紀,あれあれ(太郎丸の方を指指すみーくん),
,-,(ノイズに合わせて身体を動かす太郎丸を見て笑うみーくんと圭),
,直樹美紀,圭の…匂いがするの？,
,-,(太郎丸の頭に触れるみーくん),
,太郎丸,クゥーン…,
,-,(フリスビーを持ってくる太郎丸),
,若狭悠里,きっと、遊んで欲しいのよ,
,直樹美紀,はい！,
,太郎丸,(みーくんにしがみつく太郎丸)ワン！ワン！,
,-,(太郎丸を抱きしめるみーくん),
,-,(フリスビーを追いかける太郎丸とそれを追いかける由紀),
,丈槍由紀,待て待てー！,
,恵飛須沢胡桃,うっふふ…ぅい…(寒がる胡桃),
,若狭悠里,風が冷たくなってきたわね,
,恵飛須沢胡桃,ぉ、お、ありがと…,
,若狭悠里,2人ともー！そろそろ終わりにしましょうかー,
,由紀とみーくん,はーい,
,太郎丸,ワン！,
,-,(後片付けする一同),
,恵飛須沢胡桃,すっかり綺麗になったな,
,丈槍由紀,これでいつ太郎丸が落ちても大丈夫だね,
,直樹美紀,落とさないでください…,
,太郎丸,ワォォン…,
,-,(笑う一同),
,-,(シャワーを浴びているりーさんとみーくん。水を飲んでいる胡桃),
,恵飛須沢胡桃,たぁっはぁ！染みるぅ！,
,丈槍由紀,胡桃ちゃんおじいちゃんみたい,
,恵飛須沢胡桃,美味いもんは美味いんだよ,
,丈槍由紀,ふぁ〜、お風呂に入りたいね,
,恵飛須沢胡桃,流石に校内に風呂は無かったなぁ,
,丈槍由紀,部室棟の方には、運動部が使っていたお風呂があったと思うけど,
,恵飛須沢胡桃,風呂のためにあそこまで行くのはちょっとなぁ…,
,若狭悠里,今日は楽しくなかった？,
,直樹美紀,あ…！すごく楽しかったです…楽しかったんですけど…,
,丈槍由紀,みーくんどうしたの？何か心配事でもあるの？,
,直樹美紀,そういうわけじゃなくて…,
,丈槍由紀,そういう時はね、頼ってくれていいんだからね、先輩なんだし！,
,直樹美紀,由紀先輩、あんまり頼りになる感じがしません,
,丈槍由紀,うぅ…た、頼りになるよ！頼りにしてよぉ！,
,丈槍由紀,なんか傷付くなぁ。みーくんはあれだよ、先輩に対するケーキが足りないよ,
,直樹美紀,もしかして、敬意ですか？,
,丈槍由紀,はぁぁ！もういいよ…これからはみーくんが先輩で…,
,直樹美紀,ぁぁ言い過ぎましたから…ぁあもう、拗ねないで下さいよ、由紀先輩,
,丈槍由紀,もう酷いこと言わない？,
,直樹美紀,言いませんよ,
,丈槍由紀,相談してくれる？,
,直樹美紀,分かりました…,
,丈槍由紀,はぁ〜(嬉しそうにする由紀),
,直樹美紀,友達が居るんです,
,丈槍由紀,友達？,
,直樹美紀,クラスメートで、調子が良くて、元気で明るくて…いつも一緒だったんですけど…しばらく会えなくて,
,丈槍由紀,登校拒否？,
,直樹美紀,そうかもしれません,
,丈槍由紀,だったらさ、みーくんがもっと楽しまなくちゃ！,
,直樹美紀,私が？,
,丈槍由紀,みーくんは学校嫌い？,
,直樹美紀,いえ,
,丈槍由紀,でしょ？私も学校が大好き！,
,-,(みーくんの手を握る由紀),
,丈槍由紀,みーくんが居て、リーさんが居て、胡桃ちゃんが居て、めぐねぇが居る、この学校が大好き！,
,太郎丸,ワン！,
,丈槍由紀,おと、太郎丸も居たよね,
,丈槍由紀,私達がもっと楽しめば、学校だってもっともっと楽しい場所になるよ！そうしたら…,
,直樹美紀,そうしたら…,
,丈槍由紀,きっと、その子もまた来るよ。だから暗い顔はやめよう？ね,
,若狭悠里,私もそう思うわ,
,直樹美紀,えぇ、そうですね,
,恵飛須沢胡桃,なになにー、なに話してるの？,
,直樹美紀,今日は、とっても楽しい1日だったねって,
,恵飛須沢胡桃,そうだな。明日も明後日も、ずっとこんな風に楽しい日だったらいいよな,
,丈槍由紀,じゃあ明日もプールだ,
,直樹美紀,やっぱり先輩は子供っぽいですね,
,丈槍由紀,みゃにをー！,
,若狭悠里,明日は、地下に行ってみましょうか,
,恵飛須沢胡桃,おっ、例の避難区画ってやつかぁ？,
,直樹美紀,いいものがあるといいですね,
,丈槍由紀,地下って？,
,若狭悠里,うっふふ、あとで教えてあげる,
,恵飛須沢胡桃,何だか今日はもう…このまま寝ちゃいそうな気分だよなー,
,若狭悠里,あら、ご飯はいいの？,
,恵飛須沢胡桃,ご飯！あそうだ！ご飯があったよぉ,
,直樹美紀,皆さん疲れてますし、簡単なもので済ませましょうか,
,恵飛須沢胡桃,大和煮の缶詰、まだあったよな,
,丈槍由紀,えー！私もそれ欲しい！,
,直樹美紀,いくつもあるから大丈夫よ,
,恵飛須沢胡桃,シャケ缶とかサバ缶とかな,
,直樹美紀,焼き鳥缶も美味しいですよね,
,丈槍由紀,みーくん渋い,
,-,(眠っている由紀),
,-,(何かが聞こえた太郎丸が首輪を外して部屋を出る),
,-,(部屋を出て遠吠えする太郎丸。聞こえる犬の鳴き声を頼りに地下へ向かう),
,-,(何かに気付いて威嚇する太郎丸),
,-,(変わり果てためぐねぇが映る),
