時間,キャスト,セリフ,BGM
,直樹美紀,ごめんね…ごめんね…！,｜
,-,(アイキャッチ),Vol.1 - 13 - 冷淡な宣告
,-,(炊飯器から取り出したご飯を茶碗に盛るりーさん),Vol.1 - 01 - 目覚めのワルツ
,-,(ドアを開ける由紀),｜
,丈槍由紀,おはよう〜,｜
,若狭悠里,おはよう、由紀ちゃん,｜
,丈槍由紀,あ！ご飯だぁ！,｜
,若狭悠里,缶詰あるから好きな種類を選んでね,｜
,丈槍由紀,え？,｜
,丈槍由紀,あ！大和煮！まだ有ったんだぁ〜うふふ〜,｜
,恵飛須沢胡桃,(ドアを開けて入ってくる胡桃)おはよう,｜
,丈槍由紀,ねぇ胡桃ちゃん！見てみて、大和煮！,｜
,恵飛須沢胡桃,ぉ、おう…,｜
,丈槍由紀,朝から牛だよぉ！ぜ…贅沢ー！,｜
,恵飛須沢胡桃,昭和かよ,｜
,若狭悠里,大事にね、それで大和煮最後だから,｜
,丈槍由紀,ぁ…うーん…,｜
,丈槍由紀,ねぇ！これ、みんなで食べよう,｜
,若狭悠里,由紀ちゃんが食べていいわよ,｜
,丈槍由紀,ダメだよ！最後の1個なら、みんなで分けるの！,｜
,若狭悠里,それじゃ、他の缶詰も全部3等分にしましょう,｜
,恵飛須沢胡桃,だな,｜
,丈槍由紀,うん！,｜
,一同,いただきまーす,｜
,丈槍由紀,(大和煮を食べる由紀)はぅぅぅ美味しい…,｜
,若狭悠里,由紀ちゃん朝からご機嫌ね,｜
,丈槍由紀,うん！昨日の夜すごいこと思いついたからね,｜
,若狭悠里,へー、何かしら,Vol.1 - 01 - 目覚めのワルツ
,丈槍由紀,ふふぅん、(椅子から立ち上がる由紀)遠足行こう！遠足！,-
,恵飛須沢胡桃,遠足？,-
,丈槍由紀,遠足にはもってこいの季節じゃない？,-
,若狭悠里,由紀ちゃん,-
,丈槍由紀,ね、いいアイデアでしょ？,-
,若狭悠里,お行儀が悪いわ,-
,丈槍由紀,あ、おとと…,-
,若狭悠里,それと忘れたの？学園生活部の規約で、学校出ちゃダメだって…,-
,丈槍由紀,ふっふっふぅ、私、気づいちゃったんだ,-
,丈槍由紀,学校を出てはならない…しかし例外もある。学園行事なら外に出た事にはならない！…よね？…よね？…よね？,-
,恵飛須沢胡桃,いやいやおかしいだろ…,-
,恵飛須沢胡桃,遠足って、部でやるもんじゃないから,-
,丈槍由紀,胡桃ちゃんは頭が固いね。私たちの後に道はできるんだよ,Vol.1 - 06 - おとぼけゆき 元気呑気
,恵飛須沢胡桃,ホァチョー！,｜
,若狭悠里,そうねぇ、じゃあ提出用の文書を作りましょう。めぐねぇに見てもらわないと,｜
,丈槍由紀,じゃーん(りーさんに書類を見せる由紀),｜
,丈槍由紀,実はもう作ってたりして,｜
,恵飛須沢胡桃,…,｜
,若狭悠里,そうね、これ見てもらったらいいんじゃないかしら,｜
,丈槍由紀,うん！,｜
,丈槍由紀,ごちそうさまー！めぐねぇ呼んてくる,Vol.1 - 06 - おとぼけゆき 元気呑気
,-,(ドアを閉める由紀),-
,若狭悠里,さて…どうしましょうか,-
,恵飛須沢胡桃,めぐねぇ待ちだな、由紀に任せようぜ,-
,若狭悠里,あら、随分積極的になったわね,-
,恵飛須沢胡桃,あぁ、由紀も調子いいみたいだしな。近場じゃ手に入らないものも欲しいし,-
,若狭悠里,結局それが重要よね。あとは足だけど…,-
,恵飛須沢胡桃,めぐねぇの車かな、やっぱり,-
,-,(走ってくる由紀),-
,丈槍由紀,オッケーだって！,Vol.2 - 04 - ほんわか昼休み
,若狭悠里,あら、良かったわね、由紀ちゃん,｜
,恵飛須沢胡桃,そんじゃ、しょうがねえなぁ,｜
,丈槍由紀,えへへへ〜,｜
,佐倉慈,私の車なら、4人行けるはずよ,｜
,丈槍由紀,めぐねぇの車に乗せてもらえるの？,｜
,佐倉慈,でも、運転久々だからちょっと緊張しちゃうわ,｜
,恵飛須沢胡桃,んじゃ、私が運転するか,｜
,一同,えー！,｜
,丈槍由紀,胡桃ちゃん運転できるの？,｜
,恵飛須沢胡桃,ぉ…大丈夫だよ。私の方がめぐねぇより絶対運転うまいから,｜
,丈槍由紀,ぁあ、そだね,｜
,佐倉慈,ちょちょちょ,｜
,丈槍由紀,ぁあぁ、ごめんめぐねぇ,｜
,若狭悠里,まぁ、いざという時の為に、胡桃も運転慣れしておいた方がいいですよね、先生,｜
,佐倉慈,た…確かにそうだけど…,｜
,丈槍由紀,でもいつ免許取ったの？,｜
,恵飛須沢胡桃,はっはっはっ,｜
,若狭悠里,由紀ちゃん、車の鍵持ってきて,｜
,丈槍由紀,はーい,｜
,佐倉慈,わ…私の車…,｜
,若狭悠里,一番駐車場に近い安全圏は…2階バリケード手前の家庭科室だけど…,｜
,恵飛須沢胡桃,そっからはしごで降りるのが、車までの最短距離だな,｜
,若狭悠里,シャベルしょって全力疾走よ…,｜
,恵飛須沢胡桃,いけるいける！,｜
,丈槍由紀,おまたせー！,｜
,佐倉慈,みんな準備はいい,｜
,丈槍由紀,もう行けるよね,｜
,丈槍由紀,はい、めぐねぇの車の鍵,｜
,恵飛須沢胡桃,サンキュー,｜
,若狭悠里,気をつけてね,｜
,恵飛須沢胡桃,うん。じゃあ行ってくる,Vol.2 - 04 - ほんわか昼休み
,恵飛須沢胡桃,(家庭科室で髪を結ぶ胡桃)…！,-
,恵飛須沢胡桃,よぉい…どん！,-
,-,(カレラの横を走って通り抜ける胡桃、襲い来るカレラをシャベルで蹴散らす),Vol.1 - 22 - 振り払って走れ！
,丈槍由紀,階段工事中なの？,｜
,若狭悠里,そうね…,｜
,-,(倒れる胡桃、シャベルが花壇に落ちる),｜
,-,(追い詰められる胡桃が足元のシャベルを蹴り起こす),｜
,恵飛須沢胡桃,ダァァァアアア！！！,｜
,-,(カレラを一網打尽にする胡桃),｜
,丈槍由紀,玄関も工事中？,｜
,若狭悠里,そうね。他のクラスは授業中だから…静かにね,｜
,丈槍由紀,はーい,｜
,若狭悠里,胡桃…,｜
,恵飛須沢胡桃,やっべ…めぐねぇのってどれだ？,｜
,恵飛須沢胡桃,落ち着け…落ち着け…(深呼吸する胡桃),｜
,-,(チャリン),｜
,恵飛須沢胡桃,あれだ…！,｜
,恵飛須沢胡桃,(迫るカレラ)ヤッバ…！,｜
,恵飛須沢胡桃,(車の屋根に乗る胡桃、めぐねぇの車まで飛び跳ねる)ご、め、ん、な…さぁぁぁい！,｜
,-,(車のスピンする音が聞こえる),｜
,恵飛須沢胡桃,しっかり捕まってろよ！,｜
,若狭悠里,待って！シートベルト！,｜
,丈槍由紀,待て待て…,｜
,佐倉慈,私の車、ぶつけないように気を付けてね,｜
,丈槍由紀,ふぅ…胡桃ちゃん、運転ホントに大丈夫？,｜
,恵飛須沢胡桃,いつもとちょっと感覚が違うけど、まぁ任せろって！,｜
,丈槍由紀,違う？,｜
,恵飛須沢胡桃,いつもはハンドルコントローラーじゃなくて、パッド派だからなぁ,｜
,佐倉慈,え…それってゲームの…,｜
,一同,えー！,｜
,恵飛須沢胡桃,大丈夫だって！私の華麗なスピン、見せてやるぜ！,｜
,佐倉慈,スピンしちゃダメよ…！私の車〜,｜
,若狭悠里,胡桃！,｜
,恵飛須沢胡桃,任せろ！,Vol.1 - 22 - 振り払って走れ！
,-,(一気にアクセルを踏んでカレラを轢き飛ばす胡桃),-
,丈槍由紀,わぁぁ！道もガタガタ、工事中？,-
,恵飛須沢胡桃,抜けるぞ！,-
,恵飛須沢胡桃,昔見た映画の、エンディングみたいだった,We took each other’s hand
,恵飛須沢胡桃,車に乗った二人…はるか地平線の彼方へ続く道,｜
,恵飛須沢胡桃,過去を捨てた二人は…夕日の中へ飛び立つ,｜
,恵飛須沢胡桃,そんな感じのやつ,｜
,-,(ポータブルCDプレイヤーから流れる音楽を聞いて眠っていたみーくんが目を覚ます),｜
,直樹美紀,太郎丸…どこ？,｜
,-,(ドア上の窓が開いていることに気付くみーくん),｜
,直樹美紀,太郎丸？,We took each other’s hand
