時間,キャスト,セリフ,BGM
,直樹美紀,いってらっしゃい,｜
,若狭悠里,無理しちゃダメよ,｜
,恵飛須沢胡桃,わぁってるわぁってる(ドアを閉める胡桃),｜
,恵飛須沢胡桃,さぁ…行くか,Vol.1 - 23 - 言いたかった言葉
,佐倉慈,それじゃあ由紀…丈槍さん,-
,丈槍由紀,ん？,-
,佐倉慈,これ、解けるかしら,-
,丈槍由紀,はーい,-
,佐倉慈,じゃあこっちに来て書いてくれる,-
,丈槍由紀,えー…,-
,佐倉慈,露骨に嫌がらないで,-
,丈槍由紀,えへへっウソウソー、こんな問題簡単だよーめぐねぇ,-
,佐倉慈,もう、佐倉先生でしょう,-
,直樹美紀,カンパン、残り10缶です,-
,若狭悠里,ありがとう,-
,若狭悠里,ふーん、物資も残り少なくなってきたわね…電気の充電残量も心許ないし、節制しないと,-
,直樹美紀,このところ、曇りが続いてましたからね,-
,直樹美紀,っしょっと。それにしても、屋上に菜園だけじゃなくて、太陽電池まであるなんて、すごいですよね、この学校,-
,若狭悠里,そうね、でもすごいといえば美紀さんだって、十分すごくないかしら,-
,直樹美紀,え…え！？,-
,若狭悠里,だって、あのモールで1人で頑張っていたんでしょう,-
,直樹美紀,そんな、私1人じゃ…,-
,恵飛須沢胡桃,(フェンスの紐を触る胡桃)異常無し,-
,丈槍由紀,ふっふーん,-
,佐倉慈,すごいわ丈槍さん,-
,丈槍由紀,えへへ〜えへへへへへ,-
,佐倉慈,全問不正解よ,-
,丈槍由紀,えへぇえ！？,-
,直樹美紀,(コーヒーを差し出すりーさん)あ、ありがとうございます,Vol.1 - 13 - 冷淡な宣告
,若狭悠里,この現象、どこまで続いているのかしらね,｜
,若狭悠里,この街だけだったら…いいんだけど,｜
,直樹美紀,日本全土…かもしれませんね,｜
,若狭悠里,でも、世界中ということはないと思うわ。いつかきっと、助けが…,｜
,恵飛須沢胡桃,(カレラのそばに居る胡桃)1人だけなら…行ける…ん…,｜
,恵飛須沢胡桃,(先輩との一件を思い出す)1人…違う…あれはもう、違うんだ,｜
,-,(バリケードを乗り越えてピンポン球を転がす胡桃),｜
,-,(カレラをシャベルで襲う),｜
,恵飛須沢胡桃,おやすみなさい…ぁ…！(ガラケーに貼られた写真を見る),Vol.1 - 13 - 冷淡な宣告
,恵飛須沢胡桃,(先輩との一件を思い出す胡桃、手を伸ばすカレラ)んぬぁぁぁぁぁ！！！,Vol.1 - 21 - hideosity
,丈槍由紀,(机に突っ伏す由紀)ふぃぃぃ、疲れたー…,-
,佐倉慈,もうちょっと頑張ってね、補習が終われば…,-
,丈槍由紀,！…夏休みだよね！,-
,佐倉慈,うふっ…丈槍さんはやりたい事があるのかしら,-
,丈槍由紀,うーんとねー、海にも行きたいし、山にも！あとー花火もやりたい！他にもぉ、えーとえーと…どこに行こうかなぁ、高校生最後の夏だもん。行きたいとこ、やりたい事、ぜーんぶしたいなぁ！うふふふっふふふふっ,-
,丈槍由紀,ねぇめぐねぇ。めぐねぇは最後の夏休み、何がしたい？,-
,佐倉慈,んーそうねぇ…肝試し、かな？,-
,丈槍由紀,あー、お約束だよねー,Vol.1 - 13 - 冷淡な宣告
,若狭悠里,(屋上のドアを開ける音)またやったの？,｜
,若狭悠里,見回りだけでいいって言ったのに,｜
,恵飛須沢胡桃,あぁ…丁度いい位置にいたからさ,｜
,若狭悠里,一人じゃ危ないわよ,｜
,恵飛須沢胡桃,心配しすぎだって,｜
,若狭悠里,部長ですから！えっへん！,｜
,恵飛須沢胡桃,はいはい,｜
,恵飛須沢胡桃,(グラウンドを見つめる胡桃)今日もサッカーしてるや,｜
,直樹美紀,あれは音に反応してるだけでは,｜
,若狭悠里,生前の記憶が、どこかに残っているのかもね,｜
,若狭悠里,どうしたの？,｜
,恵飛須沢胡桃,トラックも、誰か走ってないかなって,｜
,直樹美紀,そうね…,Vol.1 - 13 - 冷淡な宣告
,一同,(屋上のドアを開ける音)…？,-
,丈槍由紀,学園生活部ちゅうもーく！肝試し！やるよ！,-
,一同,肝…試し…？,-
,太郎丸,ワン！,-
,-,(アイキャッチ),-
,-,(バリケードを乗り越えるみーくん),-
,丈槍由紀,みーくんおパンツ…,-
,直樹美紀,見ないでください！あっ！(りーさんに当たるみーくん)ハッ！すみません…！,-
,若狭悠里,いえいえ,-
,丈槍由紀,よぉし！それじゃあ早速！肝試ししゅっぱーつ！,-
,直樹美紀,良かったんでしょうか…,-
,直樹美紀,みんなでバリケードのこっち側に来ちゃって,-
,若狭悠里,そうね…でも、元々物資が足りなくなってきてたから…,-
,若狭悠里,こっちには来ようと思ってたし。由紀ちゃん一人、置いてくる方が心配だしね,-
,若狭悠里,さぁ、私たちも行きましょう,-
,若狭悠里,胡桃？,-
,恵飛須沢胡桃,あ、あぁ…行こうか,-
,丈槍由紀,ねぇみんな！,-
,丈槍由紀,これはもしや、私だけ一人でみんな帰っちゃうパティーンですか？うぅぅ…,-
,一同,違う違う,-
,丈槍由紀,肝試し！,-
,太郎丸,ワン！,-
,丈槍由紀,肝試し！,-
,太郎丸,ワン！,-
,丈槍由紀,みんなで一緒に肝試し！,-
,太郎丸,ワワン！,-
,直樹美紀,やっぱり、夜はあんまり見かけませんね,-
,若狭悠里,そうね、今頃みんな家に帰ってるのかもね,-
,直樹美紀,それも生前の記憶って事ですか,-
,恵飛須沢胡桃,おい！,-
,丈槍由紀,ん？,-
,恵飛須沢胡桃,ちょっとは緊張しろよ,-
,丈槍由紀,えー？,-
,丈槍由紀,胡桃ちゃんってもしかしてお化け苦手？プププー,-
,恵飛須沢胡桃,コイツ…ホントに置いてけぼりにしたろうか,-
,丈槍由紀,お化け、居ないねぇ,-
,若狭悠里,今のところ大丈夫みたいね。でも、お化けは突然出てくるものだから、声は小さくね,-
,丈槍由紀,ぁああ！めぐねぇだ！,Vol.1 - 02 - 朝の訪れ
,佐倉慈,こらこら、静かにしないとダメよ。りーさんも言ってるでしょ？,｜
,丈槍由紀,(めぐねぇの耳に口を寄せる由紀)はーい,｜
,恵飛須沢胡桃,なんだ、めぐねぇも来てたんだ,｜
,若狭悠里,めぐねぇ、お疲れ様です,｜
,直樹美紀,お、お疲れ様です,｜
,佐倉慈,(ポン)さて、それじゃあ肝試し…,｜
,若狭悠里,(めぐねぇの言葉を遮る)それじゃあ説明するわね,｜
,佐倉慈,はぅ…,｜
,若狭悠里,今回肝試しするのは購買部と図書室、万が一はぐれたら絶対に声を出さないでここまで戻ってくる！,｜
,一同,はーい,｜
,太郎丸,ワワン！,｜
,恵飛須沢胡桃,よし、それじゃあ行くか,｜
,丈槍由紀,めぐねぇ早く,｜
,佐倉慈,私、顧問…,｜
,-,(購買部の電気を付けるりーさん),｜
,直樹美紀,電気つけて、大丈夫なんでしょうか,｜
,若狭悠里,ここには確か、外から見える窓は無いから、光で呼び寄せたりしないはずよ。この入り口さえ気をつければ,｜
,丈槍由紀,ぁあ！購買久しぶり！,｜
,丈槍由紀,ぉおお！えと、何買ってもいい？,｜
,若狭悠里,部費で買うから問題なしよ,｜
,丈槍由紀,わーい！,｜
,恵飛須沢胡桃,お菓子コーナーだな,｜
,直樹美紀,ですね,｜
,若狭悠里,でしょうねー。それじゃあ、私たちは別のものを集めましょう,｜
,丈槍由紀,うーんとどれにしよう。チョコレートでしよ、ポテチでしょ、あ、これは！うんまい棒！,｜
,丈槍由紀,あ！みんな！,｜
,恵飛須沢胡桃,どうした！,｜
,若狭悠里,由紀ちゃん！,｜
,丈槍由紀,すごいよコレ！20倍に膨らむんだって！,｜
,丈槍由紀,ねぇ凄くない？2倍じゃないよ、20倍だよ！凄いよね！科学の勝利だよ〜,｜
,恵飛須沢胡桃,もしかして、呼んだ理由はそれか？,｜
,丈槍由紀,うん！そうだよ,｜
,恵飛須沢胡桃,肝試し中に脅かすなぁぁぁ！,｜
,丈槍由紀,ご…ごみん…,Vol.1 - 02 - 朝の訪れ
,直樹美紀,大体、何に使うんですか？こんなもの,-
,直樹美紀,！？うんまい棒？,-
,丈槍由紀,うーんとそうだなぁ。人形作れるよ。きっとこれがあれば何でもできるよ〜,-
,恵飛須沢胡桃,いやぁ作り方分かんないだろ…って何食ってんだよお前らぁ！,-
,若狭悠里,買い物は済んだ？,-
,一同,はーい,-
,若狭悠里,それじゃあ、次は図書室に行きましょう,-
,-,(ドアを閉める音),-
,恵飛須沢胡桃,(うんまい棒を食べている胡桃)次は図書室だな,-
,若狭悠里,数学の参考書が欲しいわね(うんまい棒を食べるりーさん),-
,直樹美紀,私も本が欲しいです(うんまい棒を食べるみーくん),-
,丈槍由紀,私は漫画〜,-
,太郎丸,ワ〜ン〜,-
,佐倉慈,うんまい棒、大ブームなのかしら…！,-
,-,(図書室のドアを開ける),-
,丈槍由紀,暗いね、電気つけようか,-
,若狭悠里,んーそうね、でもぉ電気付けるとこの部屋は外から目立っちゃうから,-
,丈槍由紀,そっか、肝試しだもんね,-
,太郎丸,(怯え出す太郎丸)ワン〜…,-
,丈槍由紀,どうした？太郎丸,-
,若狭悠里,もしかしたら、中に入るのを怖がってるのかしら,-
,直樹美紀,じゃあ私、ここで太郎丸と待ってますよ。ねぇ太郎丸〜,-
,太郎丸,(そっぽを向く太郎丸)ワン〜…,-
,直樹美紀,るぅ…,-
,恵飛須沢胡桃,ええっと…私も一緒に待ってるわ…なんか心配だし,-
,若狭悠里,それじゃ、行ってきます,-
,恵飛須沢胡桃,いい加減、うんまい棒やめないか？,-
,直樹美紀,善処します,-
,-,(懐中電灯を付けるりーさん),-
,若狭悠里,教科書と問題集と…,-
,丈槍由紀,さすがりーさん、勉強熱心だね,-
,若狭悠里,いいえ、これは由紀ちゃんの分よ,-
,丈槍由紀,！？,-
,若狭悠里,この間数学分からないって言ってたでしょ？,-
,丈槍由紀,あぁっんぬ…わ、私も本探してくるね〜,-
,佐倉慈,あぁ！待って！,-
,若狭悠里,由紀ちゃん！1人で先に行っちゃ！,-
,カレラ,うぅぅ…,-
,-,(カレラの足音),-
,-,(カレラが歩いているのを目撃するりーさん),-
,丈槍由紀,うん、これ面白そうかな,-
,佐倉慈,はぁ…,-
,丈槍由紀,ぉ、めぐねぇ,-
,佐倉慈,こらこら、一人で急に走り出すんじゃありません。りーさんもびっくりしてたでしょう？,-
,丈槍由紀,うぅ、ごめんなさい,-
,佐倉慈,さぁ、みんなと合流しましょう？,-
,丈槍由紀,はーい。あれ？,-
,-,(カレラと対面するめぐねぇと由紀),該当無し
,丈槍由紀,お化け…？,｜
,-,(由紀の口を塞いで隠れるめぐねぇ),｜
,佐倉慈,静かに…,｜
,-,(由紀達のそばを歩くカレラ),｜
,丈槍由紀,めぐねぇ…今の…,｜
,佐倉慈,大丈夫。みんな、貴方のことを思ってる。貴方のことを助けようとしてくれる,｜
,佐倉慈,みんながいれば…お化けなんか平気。そうよね？,｜
,-,(みーくんがバケツを鳴らす音が聞こえる),｜
,佐倉慈,じっとしていなさい,｜
,-,(カレラを誘き出すために吠える太郎丸),｜
,恵飛須沢胡桃,おい！こっちだ！,｜
,恵飛須沢胡桃,(助走をつけてカレラを倒す胡桃)だぁぁぁあああ！！！,該当無し
,-,(懐中電灯で由紀を照らす胡桃),-
,丈槍由紀,わぁ！,-
,恵飛須沢胡桃,あぁ居た居た,-
,若狭悠里,大丈夫？由紀ちゃん…！どこか怪我してない？,-
,丈槍由紀,ご…ごめんなさい！,-
,若狭悠里,よしよし…,-
,直樹美紀,でも、じっとしていたのは賢明でしたね,-
,丈槍由紀,うん…お化けすっごく怖かったけど、めぐねえが居たから平気だった。ね？,-
,若狭悠里,ありがとうございました、めぐねぇ,-
,直樹美紀,あ、ありがとうございます,-
,佐倉慈,えっえっ…,-
,恵飛須沢胡桃,ありがとうございました,-
,太郎丸,アン！,-
,佐倉慈,もう、恵飛須沢さんまで…いいのよ、顧問なんだから,Vol.2 - 12 - 放課後
,若狭悠里,ねぇ由紀ちゃん、肝試し楽しかった？,｜
,丈槍由紀,うん！とっても楽しかった！,｜
,丈槍由紀,来年もまたみんなで！,｜
,恵飛須沢胡桃,あぁ,｜
,若狭悠里,そうね,｜
,直樹美紀,先輩たち、三年ですよね、留年するんですか？,｜
,恵飛須沢胡桃,由紀はするんじゃないか？,｜
,若狭悠里,そうねぇ,｜
,丈槍由紀,胡桃ちゃんもりーさんも意地悪！,｜
,恵飛須沢胡桃,あはははは,｜
,丈槍由紀,あ、でもそしたらみーくんと一緒に卒業出来るのかぁ,｜
,直樹美紀,先輩と一緒にですかぁ？,｜
,恵飛須沢胡桃,私…先輩と同じ大学に行きますから…,｜
,太郎丸,ワン！ワン！,｜
,丈槍由紀,そうだ、太郎丸も一緒に卒業しなきゃ,｜
,太郎丸,ワン〜ワンワン〜,｜
,丈槍由紀,ぇえ？東大目指す？,｜
,若狭悠里,胡桃？,｜
,直樹美紀,先輩話せるんですか？,｜
,恵飛須沢胡桃,わりぃ、今行く,Vol.2 - 12 - 放課後
,-,(豹変した先輩に押し倒される胡桃、目を見開く),Vol.1 - 19 - Unpeaceful
,恵飛須沢胡桃,(追い詰められた先にあったシャベルで首元に…)わぁぁぁぁぁ！！！,Vol.1 - 19 - Unpeaceful
,-,(目を覚ます胡桃),-
,丈槍由紀,胡桃ちゃん…,-
,恵飛須沢胡桃,ぅ！？,-
,丈槍由紀,みんな…来年も…一緒に…ふっ…ふっ…ふふふふっ…,Vol.1 - 25 - 今日はおやすみなさい
,恵飛須沢胡桃,(由紀に寄り添って寝る胡桃)おやすみ…,Vol.1 - 25 - 今日はおやすみなさい
,-,(ED),ハーモナイズ・クローバー
