時間,キャスト,セリフ,BGM
,神山昭子,(咳払いする神山先生)丈槍さん、丈槍由紀さん,
,丈槍由紀,ぁ、おはよう…,
,神山昭子,今は授業中ですよ？,
,丈槍由紀,ぁ、あはい、おはようございますっ,
,神山昭子,次やったら補修ですからね,
,丈槍由紀,らじゃ〜…,
,丈槍由紀,はぁ…ぁぁ…,
,直樹美紀,由紀先輩！,
,丈槍由紀,ぅあ！,
,直樹美紀,あ、居た…由紀先輩、由紀先輩ったら！,
,丈槍由紀,みーくん、今授業授業…！,
,柚村貴依,アンタが言うか…,
,直樹美紀,ぁ…すみません(ドアを閉めるみーくん),
,柚村貴依,可愛い後輩じゃん,
,丈槍由紀,先生、あの…,
,丈槍由紀,気分悪いんで保健室に行っていいですか？,
,神山昭子,はぁ…いってらっしゃい,
,丈槍由紀,はい！,
,神山昭子,はぁ！？ちょ、ちょっと！元気じゃない貴方！,
,丈槍由紀,えへへへへへ,
,丈槍由紀,もう、びっくりしたよみーくん,
,直樹美紀,すみません、あとみーくんじゃないです,
,丈槍由紀,ん？,
,丈槍由紀,もしかして緊張してる？そんな、いくら私が上級生だからって〜,
,直樹美紀,別に緊張していません。ていうか、由紀先輩に緊張する要素は無いです,
,丈槍由紀,うぁぁう…(項垂れる由紀),
,直樹美紀,そんなことより、大変なんです。太郎丸が居なくなっちゃってて,
,丈槍由紀,え！探さなきゃ！,
,直樹美紀,はい…,
,直樹美紀,(教室のドアを開けるみーくん)太郎丸ー！,
,丈槍由紀,(焦る由紀)おぉぉぉぉぉ…！,
,直樹美紀,ここにもいない,
,丈槍由紀,ちょ…！みーくん、授業中でしょ！,
,直樹美紀,とにかく、さっきから呼んですけど、出てきてくれなくて,
,丈槍由紀,そっか…太郎丸みーくんにあんま懐いてないもんね,
,-,(ショックを受けるみーくん),
,丈槍由紀,は！べ、別に嫌われてるとかじゃないと思うよ。太郎丸賢いからさ、みーくんの事怖がってるんじゃないかな,
,直樹美紀,怖いんでしょうか…,
,丈槍由紀,怖いって言うか…えとぉできる女特有のオーラ〜みたいな,
,直樹美紀,なるほど…由紀先輩みたいな緩いオーラが、私には無いから,
,丈槍由紀,そう！わたしの緩オーラが〜…って！何か違うよそれー,
,直樹美紀,冗談です、早く行きましょ,
,丈槍由紀,良かった,
,直樹美紀,何がですか？,
,丈槍由紀,もう、緊張解けたみたいだね,
,直樹美紀,ですから、最初から緊張とかしてませんから,
,丈槍由紀,本当？,
,直樹美紀,太郎丸が心配なだけです,
,丈槍由紀,そっか…大丈夫、私に任せてよ！,
,太郎丸,(遠くから太郎丸の鳴き声が聞こえる)ワンワン！,
,丈槍由紀,ぅ…！,
,丈槍由紀,あっちだ！うふふっ！うふっ！うふっ！,
,-,(廊下を走る由紀とみーくん),
,-,(アイキャッチ),
,-,(階段を降りる由紀とみーくん),
,丈槍由紀,居た！,
,丈槍由紀,こら太郎丸！,
,太郎丸,ワン？,
,丈槍由紀,みーくんを心配させちゃダメでしょー！,
,直樹美紀,ちょ…！先輩！緩オーラ、緩オーラですよ…！,
,太郎丸,ワン,
,直樹美紀,あ！,
,丈槍由紀,待てー！,
,直樹美紀,ぅえええええ…,
,丈槍由紀,うぉぉぉぉぉ！,
,直樹美紀,追いかけてどうするんですか！,
,丈槍由紀,あ！,
,丈槍由紀,い、いやぁ大丈夫、あっちは行き止まりだし,
,-,(ドアを開ける太郎丸),
,丈槍由紀,い、いつの間にそんな芸を…,
,丈槍由紀,はぅ…！,
,-,(教室内で暴れ回る太郎丸),
,-,(ドアをそっと閉める由紀),
,直樹美紀,閉めてどうするんですか！,
,丈槍由紀,いやいや…これはまずいよ…,
,直樹美紀,(ドアを開けるみーくん)行きますよ,
,丈槍由紀,あぁぁあ、待って。みーくん、授業中だよ,
,丈槍由紀,うぅ…,
,直樹美紀,学園生活部のものです。犬を引き取りに来ました(教室内に入るみーくん),
,太郎丸,(反対側のドアを開けて出ていく太郎丸)ワン,
,丈槍由紀,あ！みーくん！廊下廊下！,
,直樹美紀,あ！太郎丸！,
,-,(階段を上る太郎丸),
,直樹美紀,何故、あの体型で軽やかに階段を…,
,丈槍由紀,さすが太郎丸だねぇ,
,直樹美紀,褒めてる場合です？,
,丈槍由紀,はっ！ごみん…,
,直樹美紀,早く行きますよ！,
,丈槍由紀,らじゃー！,
,太郎丸,(屋上のドア前で吠える太郎丸)ワンワン！,
,丈槍由紀,あ！居た！,
,直樹美紀,太郎丸ー…,
,太郎丸,アン？,
,直樹美紀,いい子だから、こっちに来なさい…ねぇー,
,-,(ドアが開く音)…！？,
,恵飛須沢胡桃,ん？何してんだ？お前ら,
,丈槍由紀,胡桃ちゃん,
,太郎丸,(勢いよく外に出る太郎丸)ワオン！,
,恵飛須沢胡桃,(太郎丸を避ける胡桃)おぉっとぉ…太郎丸を追いかけてたのか,
,丈槍由紀,うん、胡桃ちゃんこそこんなところで何やってんの。てかまたシャベルだし,
,恵飛須沢胡桃,何って部活だよ。園芸部の手伝い,
,恵飛須沢胡桃,あ、えっと…ごめんな？,
,直樹美紀,いいんです。先輩のせいじゃないですから。私のオーラがいけないんです,
,恵飛須沢胡桃,オーラ？,
,丈槍由紀,あはははははは…,
,-,(屋上で体を伸ばす由紀),
,直樹美紀,(太郎丸を探すみーくん)あ！居ました！,
,太郎丸,ワン！,
,恵飛須沢胡桃,よっしゃー！任せとけ！,
,丈槍由紀,ちょちょちょちょ！そのシャベルで何するの？,
,恵飛須沢胡桃,大丈夫だよ、峰打ちにするからっ！,
,丈槍由紀,あぁそっかぁ,
,直樹美紀,って！大丈夫じゃないですよ！,
,-,(太郎丸を追いかける胡桃と由紀),
,直樹美紀,太郎丸！こっちへ！,
,直樹美紀,(太郎丸がみーくんの元へ寄ってくる)太郎丸〜,
,恵飛須沢胡桃,待てったら待てー！,
,直樹美紀,るー…るー…,
,若狭悠里,太郎丸？畑に入ったらダメでしょ？,
,-,よっしゃ、りーさんナイス！,
,若狭悠里,うっふ…,
,一同,(りーさんに恐れ慄く一同),
,若狭悠里,学園生活部心得！第一条！,
,丈槍由紀,はい！学園生活部とは、学園での合宿生活によって、授業だけでは触れられない…触れられない…うぅ…,
,恵飛須沢胡桃,学園の様々な部署に親しみ、それと共に,
,直樹美紀,自主独立の精神を育み、皆の模範となるべし,
,太郎丸,ワン！,
,若狭悠里,はい、よく出来ました！,
,丈槍由紀,はははっ！(りーさんに抱き付く由紀),
,丈槍由紀,ごめんなさぁい,
,若狭悠里,いいのよ、でも園芸部さんにちょっとご迷惑だったわねぇ,
,丈槍由紀,うん、園芸部の皆さん、すいません,
,恵飛須沢胡桃,すいません,
,直樹美紀,あっすみません,
,若狭悠里,先輩なんだからちゃんとしないとね,
,丈槍由紀,あそうだった、太郎丸,
,直樹美紀,(太郎丸を見つけたみーくん)あ！,
,直樹美紀,ぁあ！あそこです！,
,丈槍由紀,園芸部の皆さん！失礼しまーす！,
,直樹美紀,失礼しましたー！,
,丈槍由紀,よぉし、先輩パワー見せちゃうよ〜,
,直樹美紀,え…？,
,-,(屋上からグラウンドを見つめる胡桃),
,-,(廊下を走る太郎丸、曲がりきれず壁に当たる由紀),
,直樹美紀,今度こそ…！,
,丈槍由紀,ぅぉおおおおお！！！,
,直樹美紀,あ！また緩オーラじゃない！,
,直樹美紀,あ、あんなところに！,
,丈槍由紀,ぅぉおおおおお！！！！！,
,-,(物理実験室の備品を撒き散らす由紀),
,直樹美紀,先輩！,
,-,(音楽室で太郎丸を捕まえ損ねる由紀),
,直樹美紀,先輩！,
,-,(放送室でも捕まえ損ねて転げる由紀),
,丈槍由紀,(顔を舐められて太郎丸を投げ飛ばす由紀)太郎丸舐め過ぎィ！あ！しまった…！待てー！,
,直樹美紀,せんぱーい！！！,
,丈槍由紀,(学園生活部の部室でカンパンを食べる由紀)あーん。あぁカンパン美味しい〜,
,恵飛須沢胡桃,そんなにうまいか、あとは引くけど,
,丈槍由紀,なんかサバイバルって味するよね,
,恵飛須沢胡桃,それはわかるな,
,丈槍由紀,わぁ！太郎丸,
,恵飛須沢胡桃,なんだお前もカンパン食うかぁ？,
,丈槍由紀,もぉ、お前のせいで疲れたんだぞ,
,直樹美紀,疲れたのはこっちです,
,丈槍由紀,はぁ,
,若狭悠里,でも、ドアも出入りしちゃうなんて…これからはずっとリードつけてないと,
,恵飛須沢胡桃,無駄に器用なんだよなぁこいつ,
,直樹美紀,太郎丸は賢いんですっ！ねぇー,
,太郎丸,(みーくんを無視する太郎丸)ワン？ワン,
,直樹美紀,ええぇぇぇ……,
,恵飛須沢胡桃,ド…ドンマイ…,
,佐倉慈,授業時間に追いかけっこって、職員会議ものだわ。また反省文書かないと,
,恵飛須沢胡桃,ま、たいした以外はなかったんで良かったよ,
,佐倉慈,ありました！,
,丈槍由紀,ごめんなさい…,
,佐倉慈,いいわ、これから気をつけてね,
,若狭悠里,でも太郎丸、よっぽど散歩したかったのね,
,恵飛須沢胡桃,昨日の散歩当番誰だっけ,
,丈槍由紀,あ…,
,直樹美紀,先輩、当番忘れましたね,
,佐倉慈,由紀さん…,
,丈槍由紀,ごめんなさい…,
,佐倉慈,私じゃなくて、太郎丸にね,
,丈槍由紀,そうか、太郎丸ごめんね,
,太郎丸,ワオン,
,佐倉慈,今日の授業サボったのはごまかしておくから、宿題はちゃんとやりなさいよ,
,丈槍由紀,はーい,
,若狭悠里,どうしたの？,
,丈槍由紀,鞄、どこ行ったかなぁって,
,丈槍由紀,(教室に置いてきたことを思い出す由紀)教室置きっぱなしだ！あぁぁ！,
,恵飛須沢胡桃,いつも楽しそうだよな、あいつ,
,直樹美紀,能天気過ぎます,
,若狭悠里,あら、いい事じゃない,
,恵飛須沢胡桃,ま、そうだな,
,直樹美紀,それはぁ…,
,直樹美紀,！？,
,恵飛須沢胡桃,ん、どうしたぁ？,
,佐倉慈,忘れ物？,
,丈槍由紀,あ、うぅそうじゃなくて…えーとね,
,丈槍由紀,みんな好きだよって言うか…,
,恵飛須沢胡桃,なんじゃそりゃ,
,丈槍由紀,ほら、合宿忘れて帰りそうになったりしたけど、別にみんなのこと忘れたんじゃないよっていうかぁ,
,若狭悠里,分かってるわよ,
,丈槍由紀,うん、それだけ。じゃあ行ってくるね,
,-,(ドアを閉める由紀),
,-,(本を置くみーくん),
,恵飛須沢胡桃,どうした？,
,直樹美紀,先輩、一人で大丈夫でしょうか,
,恵飛須沢胡桃,大丈夫だろ,
,若狭悠里,ついてってあげてくれる？,
,直樹美紀,はい,
,丈槍由紀,(教室のドアを開ける由紀)ふいぃ…,
,丈槍由紀,あぁ有った有った,
,柚村貴依,お、大丈夫だったか,
,丈槍由紀,え？,
,柚村貴依,保健室行ったんだろう？,
,女子生徒A,もしかしてサボり？,
,女子生徒B,ずるーい,
,丈槍由紀,違う違う、太郎丸が逃げ出してさぁ,
,柚村貴依,誰だよ太郎丸,
,女子生徒B,もしかして男？,
,丈槍由紀,うーん…女の子じゃないけど,
,柚村貴依,へーどんなやつ,
,丈槍由紀,えーとね…あ！それと同じような首輪してるよ,
,柚村貴依,へーチョーカーしてんだ、趣味いいじゃんそいつ,
,丈槍由紀,それとね、今朝は私のスカートに飛びついて、脱がそうとしたり…,
,柚村貴依,え…,
,丈槍由紀,授業中の教室に忍び込んで,
,柚村貴依,大丈夫か…,
,丈槍由紀,飛び跳ねたり…,
,柚村貴依,そりゃヤベェな,
,丈槍由紀,でもそこが可愛いっていうか,
,一同,可愛いのかよ！,
,柚村貴依,てか太郎丸何者だよ…,
,丈槍由紀,犬だよ、学園生活部で飼ってるの,
,柚村貴依,何だよそれ、先に言えよ。てか学園生活部、なんでもアリだな,
,丈槍由紀,太郎丸どこでも入っちゃうんだよ。前足でパーンって扉開けて,
,柚村貴依,ほんと犬なのかよ太郎丸！,
,丈槍由紀,もう、ほっとくと勝手にどっか行っちゃうから困るんだよね。お預けしてる時の顔が、もうねぇすぅぅぅごく可愛くて、ギュウゥゥってしたくなるんだよ〜うふふっうふふっ,
,直樹美紀,先輩！,
,丈槍由紀,ん？あぁ、みーくん、どうしたの？,
,直樹美紀,えっと…,
,丈槍由紀,え？うん、学園生活部の,
,丈槍由紀,そう、美紀ちゃんだから、みーくん。,
,丈槍由紀,うん、みーくんって頭いいんだよ,
,丈槍由紀,えへへへへへ,
,丈槍由紀,うん！またねー,
,丈槍由紀,お待たせー,
,直樹美紀,…,
,丈槍由紀,どうしたの？,
,直樹美紀,いえ…,
,-,(廊下を歩く由紀とみーくん),
,丈槍由紀,みーくんなんか固くない？,
,丈槍由紀,やっぱ緊張してる？,
,直樹美紀,別に…してません,
,丈槍由紀,もう、上級生だからって緊張しなくてもいいのに,
,直樹美紀,ですから、してません,
,-,(校舎で闊歩するカレラ),
,丈槍由紀,それで、何の用？,
,直樹美紀,りーさんに言われてきました。先輩のことだから宿題忘れて話し込むんじゃないかって,
,丈槍由紀,まさかぁ！そんなドジする訳ないじゃん,
,直樹美紀,ならいいんですけど,
,丈槍由紀,はぁ！忘れた！なぁんて嘘だよー,
,直樹美紀,はぁ…,
,丈槍由紀,えっへへへへ…あ(窓が開いていることに気付く),
,丈槍由紀,窓開いてる,
,直樹美紀,あ…,
,丈槍由紀,(窓を閉める由紀)うん…,
,丈槍由紀,うふっ…,
,-,(ED),
